week_id,academic_year,week_of_year,date,day_of_week
2021-2022-W18,2021-2022,18,2022-01-05,Wednesday
2021-2022-W18,2021-2022,18,2022-01-06,Thursday
2021-2022-W18,2021-2022,18,2022-01-07,Friday
2021-2022-W19,2021-2022,19,2022-01-10,Monday
2021-2022-W19,2021-2022,19,2022-01-11,Tuesday
2021-2022-W19,2021-2022,19,2022-01-12,Wednesday
2021-2022-W19,2021-2022,19,2022-01-13,Thursday
2021-2022-W19,2021-2022,19,2022-01-14,Friday
2021-2022-W20,2021-2022,20,2022-01-17,Monday
2021-2022-W20,2021-2022,20,2022-01-18,Tuesday
2021-2022-W20,2021-2022,20,2022-01-19,Wednesday
2021-2022-W20,2021-2022,20,2022-01-20,Thursday
2021-2022-W20,2021-2022,20,2022-01-21,Friday
2021-2022-W21,2021-2022,21,2022-01-24,Monday
2021-2022-W21,2021-2022,21,2022-01-25,Tuesday
2021-2022-W21,2021-2022,21,2022-01-26,Wednesday
2021-2022-W21,2021-2022,21,2022-01-27,Thursday
2021-2022-W21,2021-2022,21,2022-01-28,Friday
2021-2022-W22,2021-2022,22,2022-01-31,Monday
2021-2022-W22,2021-2022,22,2022-02-01,Tuesday
2021-2022-W22,2021-2022,22,2022-02-02,Wednesday
2021-2022-W22,2021-2022,22,2022-02-03,Thursday
2021-2022-W22,2021-2022,22,2022-02-04,Friday
2021-2022-W23,2021-2022,23,2022-02-07,Monday
2021-2022-W23,2021-2022,23,2022-02-08,Tuesday
2021-2022-W23,2021-2022,23,2022-02-09,Wednesday
2021-2022-W23,2021-2022,23,2022-02-10,Thursday
2021-2022-W23,2021-2022,23,2022-02-11,Friday
2021-2022-W24,2021-2022,24,2022-02-14,Monday
2021-2022-W24,2021-2022,24,2022-02-15,Tuesday
2021-2022-W24,2021-2022,24,2022-02-16,Wednesday
2021-2022-W24,2021-2022,24,2022-02-17,Thursday
2021-2022-W24,2021-2022,24,2022-02-18,Friday
2021-2022-W25,2021-2022,25,2022-02-21,Monday
2021-2022-W25,2021-2022,25,2022-02-22,Tuesday
2021-2022-W25,2021-2022,25,2022-02-23,Wednesday
2021-2022-W25,2021-2022,25,2022-02-24,Thursday
2021-2022-W25,2021-2022,25,2022-02-25,Friday
2021-2022-W26,2021-2022,26,2022-02-28,Monday
2021-2022-W26,2021-2022,26,2022-03-01,Tuesday
2021-2022-W26,2021-2022,26,2022-03-02,Wednesday
2021-2022-W26,2021-2022,26,2022-03-03,Thursday
2021-2022-W26,2021-2022,26,2022-03-04,Friday
2021-2022-W27,2021-2022,27,2022-03-07,Monday
2021-2022-W27,2021-2022,27,2022-03-08,Tuesday
2021-2022-W27,2021-2022,27,2022-03-09,Wednesday
2021-2022-W27,2021-2022,27,2022-03-10,Thursday
2021-2022-W27,2021-2022,27,2022-03-11,Friday
2021-2022-W28,2021-2022,28,2022-03-14,Monday
2021-2022-W28,2021-2022,28,2022-03-15,Tuesday
2021-2022-W28,2021-2022,28,2022-03-16,Wednesday
2021-2022-W28,2021-2022,28,2022-03-17,Thursday
2021-2022-W28,2021-2022,28,2022-03-18,Friday
2021-2022-W29,2021-2022,29,2022-03-21,Monday
2021-2022-W29,2021-2022,29,2022-03-22,Tuesday
2021-2022-W29,2021-2022,29,2022-03-23,Wednesday
2021-2022-W29,2021-2022,29,2022-03-24,Thursday
2021-2022-W29,2021-2022,29,2022-03-25,Friday
2021-2022-W30,2021-2022,30,2022-03-28,Monday
2021-2022-W30,2021-2022,30,2022-03-29,Tuesday
2021-2022-W30,2021-2022,30,2022-03-30,Wednesday
2021-2022-W30,2021-2022,30,2022-03-31,Thursday
2021-2022-W30,2021-2022,30,2022-04-01,Friday
2021-2022-W31,2021-2022,31,2022-04-04,Monday
2021-2022-W31,2021-2022,31,2022-04-05,Tuesday
2021-2022-W31,2021-2022,31,2022-04-06,Wednesday
2021-2022-W31,2021-2022,31,2022-04-07,Thursday
2021-2022-W31,2021-2022,31,2022-04-08,Friday
2021-2022-W32,2021-2022,32,2022-04-11,Monday
2021-2022-W32,2021-2022,32,2022-04-12,Tuesday
2021-2022-W32,2021-2022,32,2022-04-13,Wednesday
2021-2022-W32,2021-2022,32,2022-04-14,Thursday
2021-2022-W32,2021-2022,32,2022-04-15,Friday
2021-2022-W33,2021-2022,33,2022-04-18,Monday
2021-2022-W33,2021-2022,33,2022-04-19,Tuesday
2021-2022-W33,2021-2022,33,2022-04-20,Wednesday
2021-2022-W33,2021-2022,33,2022-04-21,Thursday
2021-2022-W33,2021-2022,33,2022-04-22,Friday
2021-2022-W34,2021-2022,34,2022-04-25,Monday
2021-2022-W34,2021-2022,34,2022-04-26,Tuesday
2021-2022-W34,2021-2022,34,2022-04-27,Wednesday
2021-2022-W34,2021-2022,34,2022-04-28,Thursday
2021-2022-W34,2021-2022,34,2022-04-29,Friday
2021-2022-W35,2021-2022,35,2022-05-02,Monday
2021-2022-W35,2021-2022,35,2022-05-03,Tuesday
2021-2022-W35,2021-2022,35,2022-05-04,Wednesday
2021-2022-W35,2021-2022,35,2022-05-05,Thursday
2021-2022-W35,2021-2022,35,2022-05-06,Friday
2021-2022-W36,2021-2022,36,2022-05-09,Monday
2021-2022-W36,2021-2022,36,2022-05-10,Tuesday
2021-2022-W36,2021-2022,36,2022-05-11,Wednesday
2021-2022-W36,2021-2022,36,2022-05-12,Thursday
2021-2022-W36,2021-2022,36,2022-05-13,Friday
2021-2022-W37,2021-2022,37,2022-05-16,Monday
2021-2022-W37,2021-2022,37,2022-05-17,Tuesday
2021-2022-W37,2021-2022,37,2022-05-18,Wednesday
2021-2022-W37,2021-2022,37,2022-05-19,Thursday
2021-2022-W37,2021-2022,37,2022-05-20,Friday
2021-2022-W38,2021-2022,38,2022-05-23,Monday
2021-2022-W38,2021-2022,38,2022-05-24,Tuesday
2021-2022-W38,2021-2022,38,2022-05-25,Wednesday
2021-2022-W38,2021-2022,38,2022-05-26,Thursday
2021-2022-W38,2021-2022,38,2022-05-27,Friday
2021-2022-W39,2021-2022,39,2022-05-30,Monday
2021-2022-W39,2021-2022,39,2022-05-31,Tuesday
2021-2022-W39,2021-2022,39,2022-06-01,Wednesday
2021-2022-W39,2021-2022,39,2022-06-02,Thursday
2021-2022-W39,2021-2022,39,2022-06-03,Friday
2022-2023-W01,2022-2023,1,2022-09-05,Monday
2022-2023-W01,2022-2023,1,2022-09-06,Tuesday
2022-2023-W01,2022-2023,1,2022-09-07,Wednesday
2022-2023-W01,2022-2023,1,2022-09-08,Thursday
2022-2023-W01,2022-2023,1,2022-09-09,Friday
2022-2023-W02,2022-2023,2,2022-09-12,Monday
2022-2023-W02,2022-2023,2,2022-09-13,Tuesday
2022-2023-W02,2022-2023,2,2022-09-14,Wednesday
2022-2023-W02,2022-2023,2,2022-09-15,Thursday
2022-2023-W02,2022-2023,2,2022-09-16,Friday
2022-2023-W03,2022-2023,3,2022-09-19,Monday
2022-2023-W03,2022-2023,3,2022-09-20,Tuesday
2022-2023-W03,2022-2023,3,2022-09-21,Wednesday
2022-2023-W03,2022-2023,3,2022-09-22,Thursday
2022-2023-W03,2022-2023,3,2022-09-23,Friday
2022-2023-W04,2022-2023,4,2022-09-26,Monday
2022-2023-W04,2022-2023,4,2022-09-27,Tuesday
2022-2023-W04,2022-2023,4,2022-09-28,Wednesday
2022-2023-W04,2022-2023,4,2022-09-29,Thursday
2022-2023-W04,2022-2023,4,2022-09-30,Friday
2022-2023-W05,2022-2023,5,2022-10-03,Monday
2022-2023-W05,2022-2023,5,2022-10-04,Tuesday
2022-2023-W05,2022-2023,5,2022-10-05,Wednesday
2022-2023-W05,2022-2023,5,2022-10-06,Thursday
2022-2023-W05,2022-2023,5,2022-10-07,Friday
2022-2023-W06,2022-2023,6,2022-10-10,Monday
2022-2023-W06,2022-2023,6,2022-10-11,Tuesday
2022-2023-W06,2022-2023,6,2022-10-12,Wednesday
2022-2023-W06,2022-2023,6,2022-10-13,Thursday
2022-2023-W06,2022-2023,6,2022-10-14,Friday
2022-2023-W07,2022-2023,7,2022-10-17,Monday
2022-2023-W07,2022-2023,7,2022-10-18,Tuesday
2022-2023-W07,2022-2023,7,2022-10-19,Wednesday
2022-2023-W07,2022-2023,7,2022-10-20,Thursday
2022-2023-W07,2022-2023,7,2022-10-21,Friday
2022-2023-W08,2022-2023,8,2022-10-24,Monday
2022-2023-W08,2022-2023,8,2022-10-25,Tuesday
2022-2023-W08,2022-2023,8,2022-10-26,Wednesday
2022-2023-W08,2022-2023,8,2022-10-27,Thursday
2022-2023-W08,2022-2023,8,2022-10-28,Friday
2022-2023-W09,2022-2023,9,2022-10-31,Monday
2022-2023-W09,2022-2023,9,2022-11-01,Tuesday
2022-2023-W09,2022-2023,9,2022-11-02,Wednesday
2022-2023-W09,2022-2023,9,2022-11-03,Thursday
2022-2023-W09,2022-2023,9,2022-11-04,Friday
2022-2023-W10,2022-2023,10,2022-11-07,Monday
2022-2023-W10,2022-2023,10,2022-11-08,Tuesday
2022-2023-W10,2022-2023,10,2022-11-09,Wednesday
2022-2023-W10,2022-2023,10,2022-11-10,Thursday
2022-2023-W10,2022-2023,10,2022-11-11,Friday
2022-2023-W11,2022-2023,11,2022-11-14,Monday
2022-2023-W11,2022-2023,11,2022-11-15,Tuesday
2022-2023-W11,2022-2023,11,2022-11-16,Wednesday
2022-2023-W11,2022-2023,11,2022-11-17,Thursday
2022-2023-W11,2022-2023,11,2022-11-18,Friday
2022-2023-W12,2022-2023,12,2022-11-21,Monday
2022-2023-W12,2022-2023,12,2022-11-22,Tuesday
2022-2023-W12,2022-2023,12,2022-11-23,Wednesday
2022-2023-W12,2022-2023,12,2022-11-24,Thursday
2022-2023-W12,2022-2023,12,2022-11-25,Friday
2022-2023-W13,2022-2023,13,2022-11-28,Monday
2022-2023-W13,2022-2023,13,2022-11-29,Tuesday
2022-2023-W13,2022-2023,13,2022-11-30,Wednesday
2022-2023-W13,2022-2023,13,2022-12-01,Thursday
2022-2023-W13,2022-2023,13,2022-12-02,Friday
2022-2023-W14,2022-2023,14,2022-12-05,Monday
2022-2023-W14,2022-2023,14,2022-12-06,Tuesday
2022-2023-W14,2022-2023,14,2022-12-07,Wednesday
2022-2023-W14,2022-2023,14,2022-12-08,Thursday
2022-2023-W14,2022-2023,14,2022-12-09,Friday
2022-2023-W15,2022-2023,15,2022-12-12,Monday
2022-2023-W15,2022-2023,15,2022-12-13,Tuesday
2022-2023-W15,2022-2023,15,2022-12-14,Wednesday
2022-2023-W15,2022-2023,15,2022-12-15,Thursday
2022-2023-W15,2022-2023,15,2022-12-16,Friday
2022-2023-W16,2022-2023,16,2022-12-19,Monday
2022-2023-W16,2022-2023,16,2022-12-20,Tuesday
2022-2023-W16,2022-2023,16,2022-12-21,Wednesday
2022-2023-W16,2022-2023,16,2022-12-22,Thursday
2022-2023-W16,2022-2023,16,2022-12-23,Friday
2022-2023-W17,2022-2023,17,2022-12-26,Monday
2022-2023-W17,2022-2023,17,2022-12-27,Tuesday
2022-2023-W17,2022-2023,17,2022-12-28,Wednesday
2022-2023-W17,2022-2023,17,2022-12-29,Thursday
2022-2023-W17,2022-2023,17,2022-12-30,Friday
2022-2023-W18,2022-2023,18,2023-01-02,Monday
2022-2023-W18,2022-2023,18,2023-01-03,Tuesday
2022-2023-W18,2022-2023,18,2023-01-04,Wednesday
2022-2023-W18,2022-2023,18,2023-01-05,Thursday
2022-2023-W18,2022-2023,18,2023-01-06,Friday
2022-2023-W19,2022-2023,19,2023-01-09,Monday
2022-2023-W19,2022-2023,19,2023-01-10,Tuesday
2022-2023-W19,2022-2023,19,2023-01-11,Wednesday
2022-2023-W19,2022-2023,19,2023-01-12,Thursday
2022-2023-W19,2022-2023,19,2023-01-13,Friday
2022-2023-W20,2022-2023,20,2023-01-16,Monday
2022-2023-W20,2022-2023,20,2023-01-17,Tuesday
2022-2023-W20,2022-2023,20,2023-01-18,Wednesday
2022-2023-W20,2022-2023,20,2023-01-19,Thursday
2022-2023-W20,2022-2023,20,2023-01-20,Friday
2022-2023-W21,2022-2023,21,2023-01-23,Monday
2022-2023-W21,2022-2023,21,2023-01-24,Tuesday
2022-2023-W21,2022-2023,21,2023-01-25,Wednesday
2022-2023-W21,2022-2023,21,2023-01-26,Thursday
2022-2023-W21,2022-2023,21,2023-01-27,Friday
2022-2023-W22,2022-2023,22,2023-01-30,Monday
2022-2023-W22,2022-2023,22,2023-01-31,Tuesday
2022-2023-W22,2022-2023,22,2023-02-01,Wednesday
2022-2023-W22,2022-2023,22,2023-02-02,Thursday
2022-2023-W22,2022-2023,22,2023-02-03,Friday
2022-2023-W23,2022-2023,23,2023-02-06,Monday
2022-2023-W23,2022-2023,23,2023-02-07,Tuesday
2022-2023-W23,2022-2023,23,2023-02-08,Wednesday
2022-2023-W23,2022-2023,23,2023-02-09,Thursday
2022-2023-W23,2022-2023,23,2023-02-10,Friday
2022-2023-W24,2022-2023,24,2023-02-13,Monday
2022-2023-W24,2022-2023,24,2023-02-14,Tuesday
2022-2023-W24,2022-2023,24,2023-02-15,Wednesday
2022-2023-W24,2022-2023,24,2023-02-16,Thursday
2022-2023-W24,2022-2023,24,2023-02-17,Friday
2022-2023-W25,2022-2023,25,2023-02-20,Monday
2022-2023-W25,2022-2023,25,2023-02-21,Tuesday
2022-2023-W25,2022-2023,25,2023-02-22,Wednesday
2022-2023-W25,2022-2023,25,2023-02-23,Thursday
2022-2023-W25,2022-2023,25,2023-02-24,Friday
2022-2023-W26,2022-2023,26,2023-02-27,Monday
2022-2023-W26,2022-2023,26,2023-02-28,Tuesday
2022-2023-W26,2022-2023,26,2023-03-01,Wednesday
2022-2023-W26,2022-2023,26,2023-03-02,Thursday
2022-2023-W26,2022-2023,26,2023-03-03,Friday
2022-2023-W27,2022-2023,27,2023-03-06,Monday
2022-2023-W27,2022-2023,27,2023-03-07,Tuesday
2022-2023-W27,2022-2023,27,2023-03-08,Wednesday
2022-2023-W27,2022-2023,27,2023-03-09,Thursday
2022-2023-W27,2022-2023,27,2023-03-10,Friday
2022-2023-W28,2022-2023,28,2023-03-13,Monday
2022-2023-W28,2022-2023,28,2023-03-14,Tuesday
2022-2023-W28,2022-2023,28,2023-03-15,Wednesday
2022-2023-W28,2022-2023,28,2023-03-16,Thursday
2022-2023-W28,2022-2023,28,2023-03-17,Friday
2022-2023-W29,2022-2023,29,2023-03-20,Monday
2022-2023-W29,2022-2023,29,2023-03-21,Tuesday
2022-2023-W29,2022-2023,29,2023-03-22,Wednesday
2022-2023-W29,2022-2023,29,2023-03-23,Thursday
2022-2023-W29,2022-2023,29,2023-03-24,Friday
2022-2023-W30,2022-2023,30,2023-03-27,Monday
2022-2023-W30,2022-2023,30,2023-03-28,Tuesday
2022-2023-W30,2022-2023,30,2023-03-29,Wednesday
2022-2023-W30,2022-2023,30,2023-03-30,Thursday
2022-2023-W30,2022-2023,30,2023-03-31,Friday
2022-2023-W31,2022-2023,31,2023-04-03,Monday
2022-2023-W31,2022-2023,31,2023-04-04,Tuesday
2022-2023-W31,2022-2023,31,2023-04-05,Wednesday
2022-2023-W31,2022-2023,31,2023-04-06,Thursday
2022-2023-W31,2022-2023,31,2023-04-07,Friday
2022-2023-W32,2022-2023,32,2023-04-10,Monday
2022-2023-W32,2022-2023,32,2023-04-11,Tuesday
2022-2023-W32,2022-2023,32,2023-04-12,Wednesday
2022-2023-W32,2022-2023,32,2023-04-13,Thursday
2022-2023-W32,2022-2023,32,2023-04-14,Friday
2022-2023-W33,2022-2023,33,2023-04-17,Monday
2022-2023-W33,2022-2023,33,2023-04-18,Tuesday
2022-2023-W33,2022-2023,33,2023-04-19,Wednesday
2022-2023-W33,2022-2023,33,2023-04-20,Thursday
2022-2023-W33,2022-2023,33,2023-04-21,Friday
2022-2023-W34,2022-2023,34,2023-04-24,Monday
2022-2023-W34,2022-2023,34,2023-04-25,Tuesday
2022-2023-W34,2022-2023,34,2023-04-26,Wednesday
2022-2023-W34,2022-2023,34,2023-04-27,Thursday
2022-2023-W34,2022-2023,34,2023-04-28,Friday
2022-2023-W35,2022-2023,35,2023-05-01,Monday
2022-2023-W35,2022-2023,35,2023-05-02,Tuesday
2022-2023-W35,2022-2023,35,2023-05-03,Wednesday
2022-2023-W35,2022-2023,35,2023-05-04,Thursday
2022-2023-W35,2022-2023,35,2023-05-05,Friday
2022-2023-W36,2022-2023,36,2023-05-08,Monday
2022-2023-W36,2022-2023,36,2023-05-09,Tuesday
2022-2023-W36,2022-2023,36,2023-05-10,Wednesday
2022-2023-W36,2022-2023,36,2023-05-11,Thursday
2022-2023-W36,2022-2023,36,2023-05-12,Friday
2022-2023-W37,2022-2023,37,2023-05-15,Monday
2022-2023-W37,2022-2023,37,2023-05-16,Tuesday
2022-2023-W37,2022-2023,37,2023-05-17,Wednesday
2022-2023-W37,2022-2023,37,2023-05-18,Thursday
2022-2023-W37,2022-2023,37,2023-05-19,Friday
2022-2023-W38,2022-2023,38,2023-05-22,Monday
2022-2023-W38,2022-2023,38,2023-05-23,Tuesday
2022-2023-W38,2022-2023,38,2023-05-24,Wednesday
2022-2023-W38,2022-2023,38,2023-05-25,Thursday
2022-2023-W38,2022-2023,38,2023-05-26,Friday
2022-2023-W39,2022-2023,39,2023-05-29,Monday
2022-2023-W39,2022-2023,39,2023-05-30,Tuesday
2022-2023-W39,2022-2023,39,2023-05-31,Wednesday
2022-2023-W39,2022-2023,39,2023-06-01,Thursday
2022-2023-W39,2022-2023,39,2023-06-02,Friday
2023-2024-W01,2023-2024,1,2023-09-04,Monday
2023-2024-W01,2023-2024,1,2023-09-05,Tuesday
2023-2024-W01,2023-2024,1,2023-09-06,Wednesday
2023-2024-W01,2023-2024,1,2023-09-07,Thursday
2023-2024-W01,2023-2024,1,2023-09-08,Friday
2023-2024-W02,2023-2024,2,2023-09-11,Monday
2023-2024-W02,2023-2024,2,2023-09-12,Tuesday
2023-2024-W02,2023-2024,2,2023-09-13,Wednesday
2023-2024-W02,2023-2024,2,2023-09-14,Thursday
2023-2024-W02,2023-2024,2,2023-09-15,Friday
2023-2024-W03,2023-2024,3,2023-09-18,Monday
2023-2024-W03,2023-2024,3,2023-09-19,Tuesday
2023-2024-W03,2023-2024,3,2023-09-20,Wednesday
2023-2024-W03,2023-2024,3,2023-09-21,Thursday
2023-2024-W03,2023-2024,3,2023-09-22,Friday
2023-2024-W04,2023-2024,4,2023-09-25,Monday
2023-2024-W04,2023-2024,4,2023-09-26,Tuesday
2023-2024-W04,2023-2024,4,2023-09-27,Wednesday
2023-2024-W04,2023-2024,4,2023-09-28,Thursday
2023-2024-W04,2023-2024,4,2023-09-29,Friday
2023-2024-W05,2023-2024,5,2023-10-02,Monday
2023-2024-W05,2023-2024,5,2023-10-03,Tuesday
2023-2024-W05,2023-2024,5,2023-10-04,Wednesday
2023-2024-W05,2023-2024,5,2023-10-05,Thursday
2023-2024-W05,2023-2024,5,2023-10-06,Friday
2023-2024-W06,2023-2024,6,2023-10-09,Monday
2023-2024-W06,2023-2024,6,2023-10-10,Tuesday
2023-2024-W06,2023-2024,6,2023-10-11,Wednesday
2023-2024-W06,2023-2024,6,2023-10-12,Thursday
2023-2024-W06,2023-2024,6,2023-10-13,Friday
2023-2024-W07,2023-2024,7,2023-10-16,Monday
2023-2024-W07,2023-2024,7,2023-10-17,Tuesday
2023-2024-W07,2023-2024,7,2023-10-18,Wednesday
2023-2024-W07,2023-2024,7,2023-10-19,Thursday
2023-2024-W07,2023-2024,7,2023-10-20,Friday
2023-2024-W08,2023-2024,8,2023-10-23,Monday
2023-2024-W08,2023-2024,8,2023-10-24,Tuesday
2023-2024-W08,2023-2024,8,2023-10-25,Wednesday
2023-2024-W08,2023-2024,8,2023-10-26,Thursday
2023-2024-W08,2023-2024,8,2023-10-27,Friday
2023-2024-W09,2023-2024,9,2023-10-30,Monday
2023-2024-W09,2023-2024,9,2023-10-31,Tuesday
2023-2024-W09,2023-2024,9,2023-11-01,Wednesday
2023-2024-W09,2023-2024,9,2023-11-02,Thursday
2023-2024-W09,2023-2024,9,2023-11-03,Friday
2023-2024-W10,2023-2024,10,2023-11-06,Monday
2023-2024-W10,2023-2024,10,2023-11-07,Tuesday
2023-2024-W10,2023-2024,10,2023-11-08,Wednesday
2023-2024-W10,2023-2024,10,2023-11-09,Thursday
2023-2024-W10,2023-2024,10,2023-11-10,Friday
2023-2024-W11,2023-2024,11,2023-11-13,Monday
2023-2024-W11,2023-2024,11,2023-11-14,Tuesday
2023-2024-W11,2023-2024,11,2023-11-15,Wednesday
2023-2024-W11,2023-2024,11,2023-11-16,Thursday
2023-2024-W11,2023-2024,11,2023-11-17,Friday
2023-2024-W12,2023-2024,12,2023-11-20,Monday
2023-2024-W12,2023-2024,12,2023-11-21,Tuesday
2023-2024-W12,2023-2024,12,2023-11-22,Wednesday
2023-2024-W12,2023-2024,12,2023-11-23,Thursday
2023-2024-W12,2023-2024,12,2023-11-24,Friday
2023-2024-W13,2023-2024,13,2023-11-27,Monday
2023-2024-W13,2023-2024,13,2023-11-28,Tuesday
2023-2024-W13,2023-2024,13,2023-11-29,Wednesday
2023-2024-W13,2023-2024,13,2023-11-30,Thursday
2023-2024-W13,2023-2024,13,2023-12-01,Friday
2023-2024-W14,2023-2024,14,2023-12-04,Monday
2023-2024-W14,2023-2024,14,2023-12-05,Tuesday
2023-2024-W14,2023-2024,14,2023-12-06,Wednesday
2023-2024-W14,2023-2024,14,2023-12-07,Thursday
2023-2024-W14,2023-2024,14,2023-12-08,Friday
2023-2024-W15,2023-2024,15,2023-12-11,Monday
2023-2024-W15,2023-2024,15,2023-12-12,Tuesday
2023-2024-W15,2023-2024,15,2023-12-13,Wednesday
2023-2024-W15,2023-2024,15,2023-12-14,Thursday
2023-2024-W15,2023-2024,15,2023-12-15,Friday
2023-2024-W16,2023-2024,16,2023-12-18,Monday
2023-2024-W16,2023-2024,16,2023-12-19,Tuesday
2023-2024-W16,2023-2024,16,2023-12-20,Wednesday
2023-2024-W16,2023-2024,16,2023-12-21,Thursday
2023-2024-W16,2023-2024,16,2023-12-22,Friday
2023-2024-W17,2023-2024,17,2023-12-25,Monday
2023-2024-W17,2023-2024,17,2023-12-26,Tuesday
2023-2024-W17,2023-2024,17,2023-12-27,Wednesday
2023-2024-W17,2023-2024,17,2023-12-28,Thursday
2023-2024-W17,2023-2024,17,2023-12-29,Friday
2023-2024-W18,2023-2024,18,2024-01-01,Monday
2023-2024-W18,2023-2024,18,2024-01-02,Tuesday
2023-2024-W18,2023-2024,18,2024-01-03,Wednesday
2023-2024-W18,2023-2024,18,2024-01-04,Thursday
2023-2024-W18,2023-2024,18,2024-01-05,Friday
2023-2024-W19,2023-2024,19,2024-01-08,Monday
2023-2024-W19,2023-2024,19,2024-01-09,Tuesday
2023-2024-W19,2023-2024,19,2024-01-10,Wednesday
2023-2024-W19,2023-2024,19,2024-01-11,Thursday
2023-2024-W19,2023-2024,19,2024-01-12,Friday
2023-2024-W20,2023-2024,20,2024-01-15,Monday
2023-2024-W20,2023-2024,20,2024-01-16,Tuesday
2023-2024-W20,2023-2024,20,2024-01-17,Wednesday
2023-2024-W20,2023-2024,20,2024-01-18,Thursday
2023-2024-W20,2023-2024,20,2024-01-19,Friday
2023-2024-W21,2023-2024,21,2024-01-22,Monday
2023-2024-W21,2023-2024,21,2024-01-23,Tuesday
2023-2024-W21,2023-2024,21,2024-01-24,Wednesday
2023-2024-W21,2023-2024,21,2024-01-25,Thursday
2023-2024-W21,2023-2024,21,2024-01-26,Friday
2023-2024-W22,2023-2024,22,2024-01-29,Monday
2023-2024-W22,2023-2024,22,2024-01-30,Tuesday
2023-2024-W22,2023-2024,22,2024-01-31,Wednesday
2023-2024-W22,2023-2024,22,2024-02-01,Thursday
2023-2024-W22,2023-2024,22,2024-02-02,Friday
2023-2024-W23,2023-2024,23,2024-02-05,Monday
2023-2024-W23,2023-2024,23,2024-02-06,Tuesday
2023-2024-W23,2023-2024,23,2024-02-07,Wednesday
2023-2024-W23,2023-2024,23,2024-02-08,Thursday
2023-2024-W23,2023-2024,23,2024-02-09,Friday
2023-2024-W24,2023-2024,24,2024-02-12,Monday
2023-2024-W24,2023-2024,24,2024-02-13,Tuesday
2023-2024-W24,2023-2024,24,2024-02-14,Wednesday
2023-2024-W24,2023-2024,24,2024-02-15,Thursday
2023-2024-W24,2023-2024,24,2024-02-16,Friday
2023-2024-W25,2023-2024,25,2024-02-19,Monday
2023-2024-W25,2023-2024,25,2024-02-20,Tuesday
2023-2024-W25,2023-2024,25,2024-02-21,Wednesday
2023-2024-W25,2023-2024,25,2024-02-22,Thursday
2023-2024-W25,2023-2024,25,2024-02-23,Friday
2023-2024-W26,2023-2024,26,2024-02-26,Monday
2023-2024-W26,2023-2024,26,2024-02-27,Tuesday
2023-2024-W26,2023-2024,26,2024-02-28,Wednesday
2023-2024-W26,2023-2024,26,2024-02-29,Thursday
2023-2024-W26,2023-2024,26,2024-03-01,Friday
2023-2024-W27,2023-2024,27,2024-03-04,Monday
2023-2024-W27,2023-2024,27,2024-03-05,Tuesday
2023-2024-W27,2023-2024,27,2024-03-06,Wednesday
2023-2024-W27,2023-2024,27,2024-03-07,Thursday
2023-2024-W27,2023-2024,27,2024-03-08,Friday
2023-2024-W28,2023-2024,28,2024-03-11,Monday
2023-2024-W28,2023-2024,28,2024-03-12,Tuesday
2023-2024-W28,2023-2024,28,2024-03-13,Wednesday
2023-2024-W28,2023-2024,28,2024-03-14,Thursday
2023-2024-W28,2023-2024,28,2024-03-15,Friday
2023-2024-W29,2023-2024,29,2024-03-18,Monday
2023-2024-W29,2023-2024,29,2024-03-19,Tuesday
2023-2024-W29,2023-2024,29,2024-03-20,Wednesday
2023-2024-W29,2023-2024,29,2024-03-21,Thursday
2023-2024-W29,2023-2024,29,2024-03-22,Friday
2023-2024-W30,2023-2024,30,2024-03-25,Monday
2023-2024-W30,2023-2024,30,2024-03-26,Tuesday
2023-2024-W30,2023-2024,30,2024-03-27,Wednesday
2023-2024-W30,2023-2024,30,2024-03-28,Thursday
2023-2024-W30,2023-2024,30,2024-03-29,Friday
2023-2024-W31,2023-2024,31,2024-04-01,Monday
2023-2024-W31,2023-2024,31,2024-04-02,Tuesday
2023-2024-W31,2023-2024,31,2024-04-03,Wednesday
2023-2024-W31,2023-2024,31,2024-04-04,Thursday
2023-2024-W31,2023-2024,31,2024-04-05,Friday
2023-2024-W32,2023-2024,32,2024-04-08,Monday
2023-2024-W32,2023-2024,32,2024-04-09,Tuesday
2023-2024-W32,2023-2024,32,2024-04-10,Wednesday
2023-2024-W32,2023-2024,32,2024-04-11,Thursday
2023-2024-W32,2023-2024,32,2024-04-12,Friday
2023-2024-W33,2023-2024,33,2024-04-15,Monday
2023-2024-W33,2023-2024,33,2024-04-16,Tuesday
2023-2024-W33,2023-2024,33,2024-04-17,Wednesday
2023-2024-W33,2023-2024,33,2024-04-18,Thursday
2023-2024-W33,2023-2024,33,2024-04-19,Friday
2023-2024-W34,2023-2024,34,2024-04-22,Monday
2023-2024-W34,2023-2024,34,2024-04-23,Tuesday
2023-2024-W34,2023-2024,34,2024-04-24,Wednesday
2023-2024-W34,2023-2024,34,2024-04-25,Thursday
2023-2024-W34,2023-2024,34,2024-04-26,Friday
2023-2024-W35,2023-2024,35,2024-04-29,Monday
2023-2024-W35,2023-2024,35,2024-04-30,Tuesday
2023-2024-W35,2023-2024,35,2024-05-01,Wednesday
2023-2024-W35,2023-2024,35,2024-05-02,Thursday
2023-2024-W35,2023-2024,35,2024-05-03,Friday
2023-2024-W36,2023-2024,36,2024-05-06,Monday
2023-2024-W36,2023-2024,36,2024-05-07,Tuesday
2023-2024-W36,2023-2024,36,2024-05-08,Wednesday
